nodo_id,nodo_name,tipo_nodo,autostrada_id,km
1/661  [816],CAMPOGALLIANO,CASELLO,A22,312.1
1/954  [81],BIVIO A22/A1 MILANO-NAPOLI,ALLACCIAMENTO,A22,313.1
1/942  [70768],BIVIO A23/A4 TORINO-TRIESTE,ALLACCIAMENTO,A23,0.0
1/505  [70760],UDINE SUD,ALLACCIAMENTO,A23,13.746
1/943  [70772],CAMBIO COMPETENZA A23 A.V. - T09,CASELLO,A23,18.55
1/541  [287],UDINE NORD,ALLACCIAMENTO,A23,26.0
343,LEDRA EST,DISTRIBUTORE,A23,37.1
1/542  [289],GEMONA OSOPPO,CASELLO,A23,44.9
1/543  [290],CARNIA,CASELLO,A23,59.6
1/544  [335],PONTEBBA,CASELLO,A23,92.4
335,FELLA EST,DISTRIBUTORE,A23,96.9
1/545  [337],UGOVIZZA,CASELLO,A23,105.2
*/1097  [338],MALBORGHETTO,CASELLO,A23,105.4
*/1098  [339],TARVISIO SUD,CASELLO,A23,107.8
*/1099  [340],TARVISIO NORD,CASELLO,A23,114.9
*/1188  [341],CONFINE DI STATO,CASELLO,A23,119.9
*/1152  [3922],GRANDE RACCORDO ANULARE,ALLACCIAMENTO,A24,0.0
*/5029  [3921],INNESTO COMPLANARE A24,ALLACCIAMENTO,A24,7.1
35/802  [71291],LUNGHEZZA,CASELLO,A24,8.0
1/801  [71724],ROMA EST,CASELLO,A24,8.012
358,COLLE TASSO SUD,DISTRIBUTORE,A24,10.5
1/971  [71033],NODO A24/A1 MILANO-NAPOLI,ALLACCIAMENTO,A24,11.1
1/803  [71726],TIVOLI,CASELLO,A24,12.42
1/804  [71635],CASTEL MADAMA,CASELLO,A24,24.01
1/805  [71666],VICOVARO-MANDELA,CASELLO,A24,33.174
348,CIVITA SUD,DISTRIBUTORE,A24,47.7
1/806  [71636],CARSOLI-ORICOLA,CASELLO,A24,50.633
1/807  [71637],TAGLIACOZZO,CASELLO,A24,61.25
1/963  [71732],BIVIO A24/A25 TORANO-PESCARA,ALLACCIAMENTO,A24,71.4
1/808  [71663],VALLE DEL SALTO,CASELLO,A24,75.111
1/809  [71733],TORNIMPARTE,CASELLO,A24,84.839
10073,VALLE ATERNO SUD,DISTRIBUTORE,A24,99.1
1/810  [71735],L' AQUILA OVEST,CASELLO,A24,101.047
1/811  [71736],L' AQUILA EST,CASELLO,A24,106.773
1/812  [71737],ASSERGI,CASELLO,A24,116.828
1/813  [71739],SAN GABRIELE-COLLEDARA,CASELLO,A24,136.315
1/814  [71738],TERAMO,CASELLO,A24,146.1
*/1122  [3933],BASCIANO,CASELLO,A24,148.6
*/1124  [3934],VAL VOMANO,CASELLO,A24,151.0
*/1903  [3932],TERAMO OVEST,CASELLO,A24,157.3
*/1493  [3931],TERAMO EST,CASELLO,A24,158.4
*/1171  [3935],BIVIO A24/SS 80 (SGC GIULIANOVA),ALLACCIAMENTO,A24,158.8
1/963  [71732],BIVIO A25/A24 ROMA-TERAMO,ALLACCIAMENTO,A25,71.4
10074,MONTE VELINO SUD,DISTRIBUTORE,A25,81.6
1/830  [71743],MAGLIANO DEI MARSI,CASELLO,A25,83.116
1/831  [71744],AVEZZANO,ALLACCIAMENTO,A25,87.949
1/832  [71652],AIELLI-CELANO,CASELLO,A25,101.258
1/833  [71653],PESCINA,CASELLO,A25,110.488
1/834  [71654],COCULLO,CASELLO,A25,121.446
1/835  [71655],PRATOLA PELIGNA-SULMONA,CASELLO,A25,136.884
1/836  [71656],BUSSI-POPOLI,CASELLO,A25,150.016
1/837  [71657],TORRE DE' PASSERI-CASAURIA,CASELLO,A25,157.152
1/838  [71658],SCAFA-ALANNO,CASELLO,A25,166.62
1/829  [71290],MANOPPELLO,CASELLO,A25,170.887
10075,BRECCIAROLA SUD,DISTRIBUTORE,A25,174.9
1/839  [71668],CHIETI,CASELLO,A25,177.462
1/840  [71660],VILLANOVA,CASELLO,A25,185.4
1/957  [647],BIVIO A25/A14 BOLOGNA-TARANTO,ALLACCIAMENTO,A25,186.4
409,TURCHINO EST,DISTRIBUTORE,A26,6.8
407,STURA EST,DISTRIBUTORE,A26,25.5
404,BORMIDA EST,DISTRIBUTORE,A26,52.9
401,MONFERRATO EST,DISTRIBUTORE,A26,83.5
397,SESIA EST,DISTRIBUTORE,A26,108.2
386,AGOGNA EST,DISTRIBUTORE,A26,154.8
*/1148  [322],NODO A27/A57 TANGENZIALE DI MESTRE,ALLACCIAMENTO,A27,0.0
*/1932  [2836],MOGLIANO VENETO,CASELLO,A27,3.8
*/1831  [2622],CASALE SUL SILE,CASELLO,A27,4.8
1/521  [2623],VENEZIA,CASELLO,A27,5.0
1/1011  [2621],NODO A27/A4 TORINO-TRIESTE,ALLACCIAMENTO,A27,6.4
25965,SILE EST,DISTRIBUTORE,A27,8.89
1/522  [370],TREVISO SUD,CASELLO,A27,13.4
1/523  [280],TREVISO NORD,CASELLO,A27,22.6
1/5054  [70751],NODO A27/SPV PEDEMONTANA,ALLACCIAMENTO,A27,25.719
1/1013  [70773],NODO A27/A28 CONEGLIANO-PORTOGRUARO,ALLACCIAMENTO,A27,41.215
423,CERVADA EST,DISTRIBUTORE,A27,49.7
1/525  [284],VITTORIO VENETO SUD,CASELLO,A27,52.3
1/526  [285],VITTORIO VENETO NORD,CASELLO,A27,58.9
1/527  [2],FADALTO,CASELLO,A27,66.8
1/528  [50],BELLUNO,CASELLO,A27,75.2
*/1285  [22],BELLUNO SVINCOLO,CASELLO,A27,77.2
*/1286  [23],BIVIO A27/SS 51 ALEMAGNA,CASELLO,A27,82.5
1/944  [70769],BIVIO A28/A4 TORINO-TRIESTE,ALLACCIAMENTO,A28,0.0
1/508  [70763],PORTOGRUARO,CASELLO,A28,0.658
*/1039  [1926],PORTOGRUARO SVINCOLO,CASELLO,A28,1.08
430,GRUARO EST,DISTRIBUTORE,A28,1.5
*/1042  [1921],SESTO AL REGHENA,CASELLO,A28,4.692
*/1048  [1922],VILLOTTA,CASELLO,A28,8.672
*/1049  [1923],AZZANO DECIMO,CASELLO,A28,13.951
*/1054  [1924],CIMPELLO,CASELLO,A28,17.225
*/1058  [1927],PORDENONE CENTRO COMMERCIALE,CASELLO,A28,20.499
*/1060  [1928],PORDENONE SUD,CASELLO,A28,21.51
*/1062  [1929],PORCIA,CASELLO,A28,24.364
*/1066  [1930],FONTANAFREDDA SVINCOLO,ALLACCIAMENTO,A28,28.059
*/1388  [1932],SACILE EST,ALLACCIAMENTO,A28,31.129
*/1389  [1933],SACILE OVEST,ALLACCIAMENTO,A28,35.05
1/537  [70774],BARRIERA DI CORDIGNANO,CASELLO,A28,36.428
1/538  [70775],GODEGA,ALLACCIAMENTO,A28,43.79
1/1013  [70773],ALL.A27/A28 + CC ASPI-ALTO ADR,ALLACCIAMENTO,A28,48.75
1/995  [707],BIVIO A30/A1 MILANO-NAPOLI,ALLACCIAMENTO,A30,0.0
10087,TRE PONTI OVEST,DISTRIBUTORE,A30,16.4
1/719  [709],NOLA,CASELLO,A30,18.9
1/994  [710],NODO A30/A16 NAPOLI-CANOSA,ALLACCIAMENTO,A30,19.9
1/785  [2435],PALMA CAMPANIA,CASELLO,A30,30.4
10086,ANGIOINA OVEST,DISTRIBUTORE,A30,33.4
1/781  [712],SARNO,CASELLO,A30,36.2
1/784  [713],NOCERA PAGANI,CASELLO,A30,40.0
1/782  [714],CASTEL SAN GIORGIO,CASELLO,A30,44.4
1/783  [715],SALERNO,CASELLO,A30,49.7
*/1349  [2043],MERCATO SAN SEVERINO,CASELLO,A30,52.0
*/1174  [716],BIVIO A30/RACCORDO SALERNO-AVELLINO,ALLACCIAMENTO,A30,55.3
*/2315  [2988],SS434 DI A31,CASELLO,A31,0.0
*/2960  [3055],DIR.BADIA/DIR.LENDINARA,CASELLO,A31,4.011
1/626  [70090],BADIA POLESINE,CASELLO,A31,5.087
1/625  [70110],PIACENZA D'ADIGE,CASELLO,A31,7.644
1/624  [70109],S. MARGHERITA D'ADIGE,CASELLO,A31,18.047
1/623  [70108],NOVENTA VICENTINA,CASELLO,A31,24.972
1/622  [70107],AGUGLIARO,CASELLO,A31,32.102
1/621  [70084],ALBETTONE-BARBARANO,CASELLO,A31,38.662
1/620  [70072],MONTEGALDELLA-LONGARE,ALLACCIAMENTO,A31,46.602
1/952  [836],BIVIO A31/A4 TORINO-TRIESTE,ALLACCIAMENTO,A31,53.065
1/690  [842],VICENZA NORD,CASELLO,A31,61.672
1/691  [843],DUEVILLE,CASELLO,A31,69.672
1/5049  [70222],ALL.A31/SPV,ALLACCIAMENTO,A31,74.223
1/692  [844],THIENE,CASELLO,A31,79.472
1/693  [845],PIOVENE ROCCHETTE,CASELLO,A31,88.672
*/1014  [4036],INIZIO TG NORD DI TORINO/SITAF,ALLACCIAMENTO,A32,0.0
*/1275  [1843],AVIGLIANA EST (INIZIO TG NORD DI TORINO/SITAF PER/DA BARDONECCHIA),CASELLO,A32,7.0
*/1276  [1844],AVIGLIANA OVEST,CASELLO,A32,8.7
24/191  [1845],AVIGLIANA,CASELLO,A32,9.0
*/1277  [1846],BORGONE,CASELLO,A32,24.0
*/1278  [1847],CHIANOCCO,CASELLO,A32,27.6
*/1279  [1848],SUSA EST,CASELLO,A32,36.3
*/1280  [1849],SUSA OVEST,CASELLO,A32,39.9
24/192  [1851],SALBERTRAND,CASELLO,A32,57.6
*/1237  [1045],GAD-OULX EST,CASELLO,A32,59.4
*/1238  [1046],OULX OVEST,CASELLO,A32,61.5
*/1653  [2392],CIRCONVALLAZIONE OULX,CASELLO,A32,63.0
*/1239  [1047],SAVOULX,CASELLO,A32,64.9
*/1240  [1048],BARDONECCHIA,CASELLO,A32,72.3
*/1241  [1032],TRAFORO DEL FREJUS,ALLACCIAMENTO,A32,73.0
*/1920  [2817],CUNEO CENTRO,CASELLO,A33,0.0
*/1919  [2816],CUNEO EST,CASELLO,A33,2.0
1/181  [2805],CASTELLETTO STURA,CASELLO,A33,4.174
1/180  [2441],S. ALBANO,CASELLO,A33,12.595
1/1690  [2440],BIVIO A33/A6 TORINO-SAVONA,ALLACCIAMENTO,A33,23.0
1/1017  [70771],ALL A4/A34,ALLACCIAMENTO,A34,0.0
1/503  [70776],VILLESSE,CASELLO,A34,0.617
*/2797  [1944],VILLESSE SVINCOLO,CASELLO,A34,1.744
*/2798  [1945],GRADISCA D'ISONZO,CASELLO,A34,6.222
*/2799  [1946],FARRA D'ISONZO,CASELLO,A34,11.124
*/2800  [1947],AUTOPORTO,CASELLO,A34,15.526
*/2801  [1948],GORIZIA,CASELLO,A34,16.993
*/2802  [2890],SANT'ANDREA,CASELLO,A34,17.5
1/378  [70205],CASTEGNATO,ALLACCIAMENTO,A35,0.0
*/2810  [2919],SV.TRAVAGLIATO EST,ALLACCIAMENTO,A35,1.1
*/2809  [2918],SV.TRAVAGLIATO OVEST,CASELLO,A35,4.11
*/2805  [2914],INT.A35/RA.OSPITALETTO SP19,CASELLO,A35,6.0
*/2806  [2915],SVINCOLO ROVATO,CASELLO,A35,9.19
*/2807  [2916],SVINCOLO CASTREZZATO,CASELLO,A35,11.1
*/2808  [2917],SVINCOLO LIBERO CHIARI EST,CASELLO,A35,12.3
1/370  [70122],CHIARI EST,CASELLO,A35,13.0
1/371  [70123],CHIARI OVEST,CASELLO,A35,16.32
1/372  [70124],CALCIO,CASELLO,A35,23.63
1/373  [70125],ROMANO DI LOMBARDIA,CASELLO,A35,30.55
1/374  [70126],BARIANO,CASELLO,A35,35.16
1/375  [70127],CARAVAGGIO,CASELLO,A35,40.21
1/376  [70128],TREVIGLIO,CASELLO,A35,46.475
1/5033  [70118],NODO DI MELZO,ALLACCIAMENTO,A35,54.8
*/2929  [2929],"BIVIO A8/A36 KM 25,9",ALLACCIAMENTO,A36,0.0
*/2933  [2933],SOLBIATE OLONA (BIVIO A8-A36 PEDEMONTANA PER/DA OSIO SOTTO),CASELLO,A36,1.7
*/2944  [2944],MOZZATE,CASELLO,A36,7.5
*/2934  [2934],CISLAGO (BIVIO A9-A36 PEDEMONTANA PER/DA CASSANO MAGNAGO),CASELLO,A36,9.3
*/1214  [2930],BIVIO A9/A36 KM 22.700,ALLACCIAMENTO,A36,15.0
*/2826  [2984],LAZZATE (BIVIO A9-A36 PEDEMONTANA PER/DA OSIO SOTTO),CASELLO,A36,18.95
*/2827  [2985],LENTATE SUL SEVESO,CASELLO,A36,21.3
*/3387  [3917],SV.A36-SP35,CASELLO,A36,22.0
*/1208  [145],BIVIO TANG. OVEST/A8 MILANO-VARESE,ALLACCIAMENTO,A50,0.0
8/8  [757],TERRAZZANO,CASELLO,A50,0.8
1063,TERRAZZANO OVEST,DISTRIBUTORE,A50,1.2
*/1013  [759],BIVIO SS 33 DEL SEMPIONE,ALLACCIAMENTO,A50,2.6
*/1676  [2418],RHO AREA INDUSTRIALE,ALLACCIAMENTO,A50,3.5
*/1283  [760],BIVIO TANG. OVEST/A4 TORINO-TRIESTE,ALLACCIAMENTO,A50,4.1
*/1088  [798],CASCINA GHISOLFA,CASELLO,A50,4.8
*/1318  [121],BIVIO TANG.OVEST/RACCORDO SS11-SS33,ALLACCIAMENTO,A50,5.7
*/1020  [761],SETTIMO MILANESE,CASELLO,A50,6.7
*/1055  [31],CUSAGO,CASELLO,A50,10.4
10105,MUGGIANO OVEST,DISTRIBUTORE,A50,11.9
*/1034  [763],BIVIO TANG.O/SS494 VIGEVANESE NUOVA,CASELLO,A50,13.1
*/1040  [800],BIVIO TANG.O/SP 59 CORSICO GAGGIANO,CASELLO,A50,14.8
1070,ASSAGO OVEST,DISTRIBUTORE,A50,18.7
*/1149  [802],BIVIO TANG. OVEST/A7 MILANO-GENOVA,ALLACCIAMENTO,A50,20.3
*/1043  [803],BIVIO TANG. OVEST/SS 35 DEI GIOVI,CASELLO,A50,21.3
*/1925  [2827],BIVIO TANG.O/ROZZANO,CASELLO,A50,23.8
*/1047  [805],BIVIO TANG.O/SS412 DELLA VAL TIDONE,CASELLO,A50,26.2
*/1052  [1031],BIVIO TANGENZIALE OVEST/A1 NORD,CASELLO,A50,31.0
*/1139  [260],BIVIO TANGENZIALE OVEST/A1 SUD,ALLACCIAMENTO,A50,31.3
*/1340  [2032],INIZIO RACCORDO A1 MILANO-NAPOLI,ALLACCIAMENTO,A51,0.0
*/1051  [809],BIVIO TANG. EST/SS 9 VIA EMILIA,CASELLO,A51,0.3
*/1090  [768],VIA ROGOREDO,CASELLO,A51,0.4
*/1053  [810],BIVIO TANGENZIALE EST/SS 415 PAULLO,CASELLO,A51,1.4
*/1057  [811],VIA MECENATE,CASELLO,A51,2.6
*/1059  [766],C.A.M.M.,CASELLO,A51,3.1
*/1061  [812],LINATE VIALE FORLANINI,CASELLO,A51,4.4
*/1063  [813],SEGRATE VIA RUBATTINO,CASELLO,A51,6.0
*/1064  [814],BIVIO TANG. EST/SP 103 LAMBRATE,CASELLO,A51,7.4
10113,CASCINA GOBBA EST,DISTRIBUTORE,A51,9.7
*/1068  [728],BIVIO TANG. EST/SS 11 CASCINA GOBBA,CASELLO,A51,10.5
*/1296  [99],BIVIO TANG. EST/TANG. NORD MI,ALLACCIAMENTO,A51,11.7
*/1071  [729],BIVIO TANG. EST/SP209 COLOGNO M.SUD,CASELLO,A51,12.3
*/1072  [730],BIVIO TANG. EST/SP3 COLOGNO M. NORD,CASELLO,A51,14.5
1072,COLOGNO EST,DISTRIBUTORE,A51,15.7
*/1075  [819],BIV.TG.EST/SP113 CERNUSCO-BRUGHIERO,CASELLO,A51,15.7
*/1078  [820],BIVIO TANG. EST/SP 208 CARUGATE,CASELLO,A51,17.8
5/1  [822],BARRIERA DI AGRATE,CASELLO,A51,19.6
*/1147  [144],BIVIO TANG. EST/RACC. A4 TO-TS,ALLACCIAMENTO,A51,20.0
*/1079  [824],BIVIO TANG. EST/SP 13 AGRATE-MONZA,CASELLO,A51,21.0
*/1081  [825],CONCOREZZO,CASELLO,A51,22.0
*/1084  [826],BIVIO TANGENZIALE EST/SP 41 BURAGO,CASELLO,A51,23.9
*/1557  [2285],TORRI BIANCHE,CASELLO,A51,24.5
*/1085  [827],VIMERCATE SUD,CASELLO,A51,24.8
*/1113  [767],VIMERCATE CENTRO,CASELLO,A51,26.3
*/1319  [122],VIMERCATE NORD,CASELLO,A51,28.1
*/1320  [123],USMATE VELATE SUD,CASELLO,A51,29.2
*/5018  [2419],CAMBIO COMP.MILANO SERRAVALLE/ANAS,CASELLO,A51,29.4
*/1321  [124],USMATE VELATE NORD,CASELLO,A51,30.1
*/1322  [125],LECCO,CASELLO,A51,30.7
*/1296  [99],BIVIO TANG. NORD/TANG. EST MI,ALLACCIAMENTO,A52,0.0
*/1496  [2224],SESTO SAN GIOVANNI SUD-VIA PISA,CASELLO,A52,1.0
*/1497  [2225],SESTO SAN GIOVANNI,CASELLO,A52,3.0
5/659  [823],BARRIERA DI SESTO SAN GIOVANNI,CASELLO,A52,3.7
*/1301  [104],BIVIO TANG. NORD/A4 TORINO-TRIESTE,ALLACCIAMENTO,A52,4.3
*/1302  [105],MONZA S. ALESSANDRO,CASELLO,A52,4.6
*/1304  [107],BIVIO TANG. NORD/SP 58 MONZA CENTRO,ALLACCIAMENTO,A52,5.3
*/1305  [108],CINISELLO BALSAMO-ROBECCO,CASELLO,A52,5.8
*/1306  [109],BIVIO TG.N/SS36 LECCO-MONZA V.REALE,ALLACCIAMENTO,A52,6.4
*/1307  [110],BIVIO TANG.NORD/SP151 CINISELLO B.N,CASELLO,A52,7.9
*/1308  [111],BIVIO TANG.NORD/SP131 NOVA MILANESE,CASELLO,A52,9.8
*/1498  [2226],BIVIO TANG. N/SP 9 V.VALASSINA-ERBA,CASELLO,A52,11.5
*/1310  [113],BIVIO TANG. NORD/SP 44 MILANO-MEDA,ALLACCIAMENTO,A52,12.9
*/2828  [2979],PADERNO EST,CASELLO,A52,13.55
*/2822  [2980],PADERNO CENTRO,CASELLO,A52,14.35
*/2823  [2981],BOLLATE-CORMANO,CASELLO,A52,15.65
*/2824  [2982],NOVATE M.SE CENTRO,CASELLO,A52,17.05
*/2825  [2983],NOVATE M.SE OVEST,CASELLO,A52,17.85
*/5041  [2953],CC MI SERRAVALLE / A52,CASELLO,A52,18.73
*/2954  [2954],BOLLATE / NOVATE,CASELLO,A52,19.25
*/3375  [3870],BIVIO A52 - RACCORDO BARANZATE,ALLACCIAMENTO,A52,20.3
*/2955  [2955],BARANZATE,CASELLO,A52,21.15
*/2956  [2956],ALLACCIAMENTO A52/A8,ALLACCIAMENTO,A52,21.61
1/203  [747],BEREGUARDO,ALLACCIAMENTO,A53,0.0
*/1323  [126],BEREGUARDO SVINCOLO,CASELLO,A53,0.6
*/1324  [127],BARCHETTE,CASELLO,A53,2.0
*/1325  [128],CASOTTOLE,CASELLO,A53,2.8
*/1326  [129],TORRE D'ISOLA,CASELLO,A53,4.1
*/1327  [130],VILLAGGIO DEI PIOPPI,CASELLO,A53,4.8
*/1328  [131],TRE PONTI,CASELLO,A53,6.5
*/1329  [132],PAVIA SAN LANFRANCO,CASELLO,A53,8.5
*/1330  [133],BIVIO TANGENZIALE PAVIA,ALLACCIAMENTO,A53,9.2
*/1331  [134],BIVIO TANGENZIALE PAVIA/SS35-GENOVA,CASELLO,A54,0.0
*/1332  [135],PAVIA SUD SS 596,CASELLO,A54,0.4
*/1333  [136],S.MARTINO SICCOMARIO CARBONARA TIC.,CASELLO,A54,1.8
*/1330  [133],BIVIO TANG. PAVIA/RACC. BEREGUARDO,ALLACCIAMENTO,A54,5.3
*/1334  [137],POLICLINICO,CASELLO,A54,5.9
*/1335  [138],IST. - UNIVERSITARI,CASELLO,A54,6.1
*/1336  [139],PAVIA NORD,CASELLO,A54,7.0
*/1337  [35],BIVIO TANG. PAVIA/SS 35-MILANO,CASELLO,A54,8.4
*/1226  [55],INIZIO TANGENZIALE NAPOLI,CASELLO,A56,0.0
*/1428  [2152],SS DOMITIANA,CASELLO,A56,0.1
*/1429  [2153],USCITA ARCO FELICE,CASELLO,A56,0.2
*/1560  [2288],DAMIANI,CASELLO,A56,0.5
*/1430  [2154],POZZUOLI,CASELLO,A56,0.6
*/1435  [2159],CUMA,CASELLO,A56,0.9
*/1431  [2155],ENTRATA ARCO FELICE,CASELLO,A56,1.0
*/1432  [2156],VIA CAMPANA,CASELLO,A56,2.8
11218,ANTICA CAMPANA EST,DISTRIBUTORE,A56,3.5
15/1  [57],ASTRONI,CASELLO,A56,5.4
15/2  [58],AGNANO,CASELLO,A56,7.2
10118,AGNANO EST,DISTRIBUTORE,A56,8.2
*/1437  [2161],ITALIA 90,CASELLO,A56,8.5
15/3  [60],FUORIGROTTA,CASELLO,A56,10.1
15/4  [61],VOMERO,CASELLO,A56,12.5
15/5  [62],CAMALDOLI,CASELLO,A56,13.8
15/10  [1800],ZONA OSPEDALIERA,CASELLO,A56,15.2
15/6  [63],ARENELLA,CASELLO,A56,15.3
15/7  [65],CAPODIMONTE,CASELLO,A56,16.1
10119,SCUDILLO EST,DISTRIBUTORE,A56,16.3
15/8  [66],CORSO MALTA,CASELLO,A56,18.8
*/1433  [2157],VIALE MADDALENA,CASELLO,A56,19.2
15/9  [67],CAPODICHINO,CASELLO,A56,19.3
*/1434  [2158],DOGANELLA,CASELLO,A56,19.6
*/1371  [2068],CAPODICHINO SVINCOLO,CASELLO,A56,19.8
*/1436  [2160],SECONDIGLIANO-AEROPORTO,CASELLO,A56,20.0
*/1247  [1804],FINE TANGENZIALE NAPOLI,ALLACCIAMENTO,A56,20.2
1/1010  [2598],BIVIO A57OVEST/A4 VENEZIA-BELLUNO,ALLACCIAMENTO,A57,0.0
1/602  [2570],MIRANO DOLO,CASELLO,A57,2.746
1/603  [2559],MIRA ORIAGO,CASELLO,A57,7.516
1/601  [535],MESTRE OVEST,CASELLO,A57,9.2
*/1894  [2690],MARGHERA SS 309 ROMEA,ALLACCIAMENTO,A57,10.7
24943,VILLABONA ROTATORIA SUD,DISTRIBUTORE,A57,10.8
*/1489  [2216],VENEZIA RAMPA RIZZARDI,CASELLO,A57,11.3
*/1902  [2728],LA CARBONIFERA,CASELLO,A57,11.8
*/1024  [538],MIRANESE,CASELLO,A57,12.5
*/1030  [539],CASTELLANA,CASELLO,A57,14.5
*/1829  [1943],CAMBIO COMP. CAV/AUTOVIE VENETE,CASELLO,A57,16.161
*/1031  [1925],TERRAGLIO,CASELLO,A57,16.595
24948,BAZZERA SUD,DISTRIBUTORE,A57,18.1
*/1148  [322],NODO A57/A27 VENEZIA-BELLUNO,ALLACCIAMENTO,A57,19.595
*/1367  [1931],MARCON ZONA INDUSTRIALE,CASELLO,A57,21.603
*/1828  [1942],QUARTO D'ALTINO,CASELLO,A57,24.996
1/515  [70777],VENEZIA EST,CASELLO,A57,25.457
1/1012  [70770],BIVIO A57EST/A4 VENEZIA-TRIESTE,ALLACCIAMENTO,A57,26.661
1/5042  [70120],BIVIO A58/A4,ALLACCIAMENTO,A58,0.0
1/380  [70113],PESSANO CON BORNAGO,CASELLO,A58,1.753
1/381  [70114],GESSATE,CASELLO,A58,4.137
1/382  [70115],POZZUOLO MARTESANA,CASELLO,A58,8.196
1/5033  [70118],NODO DI MELZO,ALLACCIAMENTO,A58,9.746
1/5034  [70119],NODO DI LISCATE,ALLACCIAMENTO,A58,14.365
1/383  [70116],PAULLO,CASELLO,A58,18.557
1/384  [70117],VIZZOLO PREDABISSI,CASELLO,A58,29.398
1/5043  [70121],BIVIO A58/A1,ALLACCIAMENTO,A58,31.82
*/2817  [2973],VILLA GUARDIA,CASELLO,A59,0.0
*/2919  [2975],ALLACCIAMNETO A9/A59,ALLACCIAMENTO,A59,0.8
*/2818  [2974],ACQUANEGRA,CASELLO,A59,3.0
*/2819  [2976],ALBESE CON CASSANO,CASELLO,A59,11.0
*/1207  [275],BIVIO GAZZADA/A8 MI-VA,ALLACCIAMENTO,A60,0.0
*/2816  [2967],VEDANO OLONA (GAZZADA PER/DA VALICO DEL GAGGIOLO),CASELLO,A60,4.8
*/2813  [2972],VALICO DEL GAGGIOLO,CASELLO,A60,11.0
*/1251  [14],BIVIO A12/A91 ROMA-FIUMICINO,ALLACCIAMENTO,A92,0.0
3852,ARRONE EST,DISTRIBUTORE,A92,8.5
12/2  [442],FREGENE,CASELLO,A92,11.3
12/1  [443],ROMA OVEST,CASELLO,A92,11.6
12/6  [8],TORRIMPIETRA,CASELLO,A92,14.9
*/1222  [444],CERVETERI,CASELLO,A92,27.9
3843,TIRRENO EST,DISTRIBUTORE,A92,39.2
*/1223  [446],SANTA SEVERA,CASELLO,A92,41.1
12/4  [447],CIVITAVECCHIA SUD,CASELLO,A92,52.2
12/3  [448],AURELIA,CASELLO,A92,52.3
*/1224  [449],CIVITAVECCHIA NORD,CASELLO,A92,57.8
3846,TOLFA EST,DISTRIBUTORE,A92,59.5
*/1906  [2758],CIVITAVECCHIA PORTO,CASELLO,A92,65.302
*/1905  [2757],CIVITAVECCHIA PORTO,ALLACCIAMENTO,A92,65.4
*/2830  [3026],SV. MONTE ROMANO,CASELLO,A92,70.7
*/2831  [3027],TARQUINIA CENTRO DIR. SUD,CASELLO,A92,74.1
*/2832  [3028],TARQUINIA CENTRO DIR. NORD,CASELLO,A92,75.7
35/308  [70200],TARQUINIA,CASELLO,A92,77.8
*/5048  [3037],SS1 AURELIA,ALLACCIAMENTO,A92,79.414
1/353  [912],MARENE,ALLACCIAMENTO,A93,23.0
*/1739  [2492],BRA-MARENE,CASELLO,A93,25.5
34/189  [2491],CHERASCO,CASELLO,A93,30.5
44/19  [4020],SVINCOLO ALBA OVEST,CASELLO,A93,38.766
44/18  [4019],SVINCOLO RODDI,CASELLO,A93,41.9
*/1822  [2591],GUARENE-ALBA,CASELLO,A93,48.2
44/16  [3969],CASTAGNITO-TANG DI ALBA,CASELLO,A93,49.821
44/15  [3968],GOVONE,CASELLO,A93,55.171
44/14  [3967],COSTIGLIOLE GOVONE,CASELLO,A93,58.638
44/13  [3966],ISOLA D'ASTI,CASELLO,A93,64.354
44/12  [3965],PROVINCIALE 456 DEL TURCHINO,CASELLO,A93,65.326
44/11  [3964],STATALE 231 ASTI,CASELLO,A93,67.59
*/1152  [3922],BIVIO GRANDE RACCORDO ANULARE,ALLACCIAMENTO,C01,0.0
35/819  [71293],SETTECAMINI,ALLACCIAMENTO,C01,2.5
35/818  [71292],PONTE DI NONA,ALLACCIAMENTO,C01,4.5
*/5029  [3921],INIZIO COMPLANARE,ALLACCIAMENTO,C01,7.1
*/1152  [3922],BIVIO GRANDE RACCORDO ANULARE,ALLACCIAMENTO,C02,0.0
35/819  [71293],SETTECAMINI,ALLACCIAMENTO,C02,2.5
35/818  [71292],PONTE DI NONA,ALLACCIAMENTO,C02,4.5
*/5029  [3921],FINE COMPLANARE,ALLACCIAMENTO,C02,7.1
*/1152  [3922],BIVIO GRANDE RACCORDO ANULARE,ALLACCIAMENTO,C03,0.0
*/1492  [3923],SVINCOLO DI TOR CERVARA,ALLACCIAMENTO,C03,1.6
*/5032  [3924],FINE COMPLANARE,CASELLO,C03,2.9
*/5030  [3927],FINE COMPLANARE,ALLACCIAMENTO,C03,3.0
*/1118  [3925],SVINCOLO DI VIA TOGLIATTI,ALLACCIAMENTO,C03,3.5
*/1152  [3922],BIVIO COMPLANARE / GRA,ALLACCIAMENTO,C04,0.0
*/1492  [3923],SVINCOLO DI TOR CERVARA,ALLACCIAMENTO,C04,1.6
*/5031  [3926],INIZIO COMPLANARE,ALLACCIAMENTO,C04,2.2
*/1160  [4044],TO C.SO ORBASSANO MIRAFIORI,CASELLO,D01,0.0
*/1810  [4057],SVINCOLO MIRAFIORI,CASELLO,D01,0.9
*/1009  [4045],ALL.TG.S.TO/TO-PINEROLO DROSS0,ALLACCIAMENTO,D01,1.1
