dtx,c_ads,nome,n_prg_str,n_prg_ram,n_prg_km,c_str,c_ram,c_ver_per,c_dir,t_des_str,t_des_ram,dir,cap,aspi,c_reg,c_soc,daDes,daDtx,daType,aaDes,aaDtx,c_unv_pnt_pri,c_unv_pnt_sec,aaType,carbCbrd,carbDesbrd,lon,lat,c_tip_dev,radius,position,autostrade_dtx,idImpianto,nome_impianto,Bandiera,Brand
20,482,PRIERO EST,19,19,84.3,A06,A6,S,S,A6 TORINO-SAVONA,A6 Torino-Savona,TORINO,TORINO,N,2,26,Millesimo,25,SC,Ceva,19,1012,1009,SC,,,8.0785,44.37366,ADS,23,"{'lat': 44.37366, 'lon': 8.0785, 'type': 'ADS', 'radius': 23}",,,,,
22,485,CARCARE EST,19,19,107.6,A06,A6,S,S,A6 TORINO-SAVONA,A6 Torino-Savona,TORINO,TORINO,N,7,26,Altare,23,SC,Millesimo,25,1015,1012,SC,,,8.30167,44.34633,ADS,37,"{'lat': 44.34633, 'lon': 8.30167, 'type': 'ADS', 'radius': 37}",22,49136.0,CARCARE EST,Tamoil,TAMOIL
16267,432,VILLANOVA D'ASTI SUD,21,21,13.0,A21,A21,D,D,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,BRESCIA,BRESCIA,N,2,15,Villanova,266,BC,Asti Ovest,284,72055,72056,SC,,,7.95147,44.94947,ADS,45,"{'lat': 44.94947, 'lon': 7.95147, 'type': 'ADS', 'radius': 45}",16267,3843.0,VILLANOVA SUD,Agip Eni,AGIP ENI
274,434,CROCETTA SUD,21,21,48.1,A21,A21,D,D,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,BRESCIA,BRESCIA,N,2,15,Asti Est,275,SC,Felizzano,273,72057,72050,SC,,,8.36392,44.90372,ADS,61,"{'lat': 44.90372, 'lon': 8.36392, 'type': 'ADS', 'radius': 61}",274,7194.0,CROCETTA SUD,Esso,ESSO
10049,435,CROCETTA NORD,21,21,48.1,A21,A21,S,S,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,TORINO,TORINO,N,2,15,Felizzano,273,SC,Asti Est,275,72050,72057,SC,,,8.3639,44.90477,ADS,52,"{'lat': 44.90477, 'lon': 8.3639, 'type': 'ADS', 'radius': 52}",10049,38874.0,CROCETTA NORD,Q8,Q8
10048,436,TORTONA SUD,21,21,91.3,A21,A21,D,D,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,BRESCIA,BRESCIA,N,3,15,allacciamento A7,269,NC,Voghera,283,72052,72053,SC,,,8.8851,44.9349,ADS,57,"{'lat': 44.9349, 'lon': 8.8851, 'type': 'ADS', 'radius': 57}",10048,60569.0,TORTONA SUD,Agip Eni,AGIP ENI
268,437,TORTONA NORD,21,21,91.3,A21,A21,S,S,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,TORINO,TORINO,N,2,15,Voghera,283,SC,allacciamento A7,269,72053,72052,NC,,,8.88405,44.93554,ADS,47,"{'lat': 44.93554, 'lon': 8.88405, 'type': 'ADS', 'radius': 47}",268,3798.0,TORTONA NORD,Q8,Q8
10051,438,STRADELLA SUD,21,21,130.2,A21,A21,D,D,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,BRESCIA,BRESCIA,N,8,15,Broni Stradella,281,SC,Castel San Giovanni,279,72059,72060,SC,,,9.3176,45.08273,ADS,69,"{'lat': 45.08273, 'lon': 9.3176, 'type': 'ADS', 'radius': 69}",10051,3763.0,STRADELLA SUD,Api-Ip,IP GRUPPO API
280,439,STRADELLA NORD,21,21,130.2,A21,A21,S,S,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,TORINO,TORINO,N,3,15,Castel San Giovanni,279,SC,Broni Stradella,281,72060,72059,SC,,,9.31573,45.08377,ADS,46,"{'lat': 45.08377, 'lon': 9.31573, 'type': 'ADS', 'radius': 46}",280,3935.0,STRADELLA NORD,Agip Eni,AGIP ENI
276,134,NURE NORD,21,21,166.0,A21,A21,S,S,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,TORINO,TORINO,N,8,3,Piacenza Est,277,,Caorso,256,151,70215,SC,,,9.76102,45.05125,ADS,44,"{'lat': 45.05125, 'lon': 9.76102, 'type': 'ADS', 'radius': 44}",276,54709.0,NURE NORD,Tamoil,TAMOIL
25967,155,NURE SUD,21,21,166.0,A21,A21,D,D,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,BRESCIA,BRESCIA,N,8,3,Caorso,256,SC,Piacenza Est,277,70215,151,,,,9.76259,45.05031,ADS,44,"{'lat': 45.05031, 'lon': 9.76259, 'type': 'ADS', 'radius': 44}",25967,53842.0,NURE SUD,Api-Ip,IP GRUPPO API
289,135,CREMONA SUD,21,21,193.0,A21,A21,D,D,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,BRESCIA,BRESCIA,N,3,3,Castelvetro,260,SC,Cremona,262,70214,70213,SC,,,10.05727,45.11441,ADS,60,"{'lat': 45.11441, 'lon': 10.05727, 'type': 'ADS', 'radius': 60}",289,60650.0,CREMONA SUD,Tamoil,TAMOIL
288,136,CREMONA NORD,21,21,194.5,A21,A21,S,S,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,TORINO,TORINO,N,8,3,Cremona,262,SC,Castelvetro,260,70213,70214,SC,,,10.0701,45.13982,ADS,60,"{'lat': 45.13982, 'lon': 10.0701, 'type': 'ADS', 'radius': 60}",288,22118.0,CREMONA SUD,Api-Ip,IP GRUPPO API
10052,137,GHEDI EST,21,21,230.4,A21,A21,D,D,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,BRESCIA,BRESCIA,N,3,3,Manerbio,263,SC,allacciamento A4,264,70211,70216,NC,,,10.21101,45.44647,ADS,53,"{'lat': 45.44647, 'lon': 10.21101, 'type': 'ADS', 'radius': 53}",10052,59626.0,GHEDI EST,Tamoil,TAMOIL
286,138,GHEDI OVEST,21,21,230.4,A21,A21,S,S,A21 TORINO-BRESCIA,A21 Torino-Piacenza-Brescia,TORINO,TORINO,N,3,3,allacciamento A4,264,NC,Manerbio,263,70216,70211,SC,,,10.2096,45.44658,ADS,49,"{'lat': 45.44658, 'lon': 10.2096, 'type': 'ADS', 'radius': 49}",286,54711.0,GHEDI OVEST,Tamoil,TAMOIL
10014,364,DORNO OVEST,23,23,33.6,A07,A7,D,D,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,GENOVA,GENOVA,N,3,7,Gropello Cairoli,50,SC,Casei Gerola,63,748,750,SC,,,8.99077,45.14829,ADS,55,"{'lat': 45.14829, 'lon': 8.99077, 'type': 'ADS', 'radius': 55}",10014,29714.0,DORNO OVEST,Q8,Q8
64,365,DORNO EST,23,23,33.6,A07,A7,S,S,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,MILANO,MILANO,N,3,7,Casei Gerola,63,SC,Gropello Cairoli,50,750,748,SC,,,8.99212,45.14787,ADS,55,"{'lat': 45.14787, 'lon': 8.99212, 'type': 'ADS', 'radius': 55}",64,3558.0,DORNO EST,Esso,ESSO
10508,367,CASTELNUOVO EST,23,23,60.6,A07,A7,S,S,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,MILANO,MILANO,N,2,7,Allacciamento A7/A21,58,NC,Castelnuovo Scrivia,62,72052,751,SC,,,8.85322,44.93392,ADS,36,"{'lat': 44.93392, 'lon': 8.85322, 'type': 'ADS', 'radius': 36}",10508,50628.0,CASTELNUOVO SCRIVIA EST,Sarni Oil,SARNI OIL
10507,366,CASTELNUOVO  OVEST,23,23,60.6,A07,A7,D,D,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,GENOVA,GENOVA,N,2,7,Castelnuovo Scrivia,62,SC,Allacciamento A7/A21,58,751,72052,NC,,,8.8523,44.93424,ADS,39,"{'lat': 44.93424, 'lon': 8.8523, 'type': 'ADS', 'radius': 39}",10507,3606.0,CASTELNUOVO SCRIVIA OVEST,Agip Eni,AGIP ENI
10013,368,BETTOLE NOVI LIGURE OVEST,23,23,80.3,A07,A7,D,D,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,GENOVA,GENOVA,N,2,7,Allacciamento A7/ Diramazione Predosa Bettole,60,NC,Serravalle Scrivia,43,546,547,SC,,,8.83729,44.76032,ADS,44,"{'lat': 44.76032, 'lon': 8.83729, 'type': 'ADS', 'radius': 44}",10013,44860.0,BETTOLE DI NOVI LIGURE OVEST,Api-Ip,IP GRUPPO API
59,369,BETTOLE NOVI LIGURE EST,23,23,80.3,A07,A7,S,S,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,MILANO,MILANO,N,2,7,Serravalle Scrivia,43,SC,Allacciamento A7/ Diramazione Predosa Bettole,60,547,546,NC,,,8.83832,44.76045,ADS,39,"{'lat': 44.76045, 'lon': 8.83832, 'type': 'ADS', 'radius': 39}",59,44859.0,BETTOLE DI NOVI LIGURE EST,Api-Ip,IP GRUPPO API
10010,G61,VALLE SCRIVIA OVEST,23,23,92.5,A07,A7,D,D,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,GENOVA,GENOVA,S,7,6,Vignole Borbera,44,SC,Isola del Cantone,46,548,550,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,8.90589,44.67054,ADS,26,"{'lat': 44.67054, 'lon': 8.90589, 'type': 'ADS', 'radius': 26}",10010,50432.0,VALLE SCRIVIA OVEST,Api-Ip,IP GRUPPO API
10016,G71,GIOVI OVEST,23,23,106.1,A07,A7,D,D,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,GENOVA,GENOVA,S,7,6,Isola del Cantone,46,SC,Ronco Scrivia,70,550,552,SC,a1C7T0000007cpRUAQ,EUROPAM,8.95327,44.60455,ADS,48,"{'lat': 44.60455, 'lon': 8.95327, 'type': 'ADS', 'radius': 48}",10016,40500.0,GIOVI OVEST,Europam,EUROPAM
71,G70,GIOVI EST,23,23,106.1,A07,A7,S,S,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,MILANO,MILANO,S,7,6,Ronco Scrivia,70,SC,Isola del Cantone,46,552,550,SC,a1C7T0000007cplUAA,TAMOIL,8.95415,44.60418,ADS,20,"{'lat': 44.60418, 'lon': 8.95415, 'type': 'ADS', 'radius': 20}",71,34680.0,GIOVI EST,Tamoil,TAMOIL
47,G80,CAMPORA EST,23,23,116.6,A07,A7,S,S,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,MILANO,MILANO,S,7,6,Genova Bolzaneto,68,SC,Busalla,69,555,553,SC,a1C7T0000007cpHUAQ,ENI,8.94044,44.52974,ADS,34,"{'lat': 44.52974, 'lon': 8.94044, 'type': 'ADS', 'radius': 34}",47,57882.0,CAMPORA EST,Agip Eni,AGIP ENI
66,G90,LA LANTERNA EST,23,23,133.2,A07,A7,S,S,A7 SERRAVALLE️-GENOVA,A7 Milano-Serravalle-Genova,MILANO,MILANO,S,7,6,Genova,65,SL,Genova Ovest,49,468,466,BC,a1C7T0000007cphUAA,Q8,8.90054,44.41123,ADS,10,"{'lat': 44.41123, 'lon': 8.90054, 'type': 'ADS', 'radius': 10}",66,37688.0,LA LANTERNA EST,Q8,Q8
10018,H11,VILLORESI OVEST,24,24,7.6,A08,A8,S,S,A8 MILANO-VARESE,A8 Milano-Varese,MILANO,MILANO,S,3,6,Svincolo di Lainate-Arese,25852,SL,Allacciamento A8/ Tangenziale Ovest di Milano,87,2943,145,,a1CTk000000HIuzMAG,Esso,9.03948,45.55879,ADS,38,"{'lat': 45.55879, 'lon': 9.03948, 'type': 'ADS', 'radius': 38}",10018,3927.0,VILLORESI OVEST,Esso,ESSO
85,H10,VILLORESI EST,24,24,7.6,A08,A8,D,D,A8 MILANO-VARESE,A8 Milano-Varese,VARESE,VARESE,S,3,6,Allacciamento A8/ Tangenziale Ovest di Milano,87,,Svincolo di Lainate-Arese,25852,145,2943,SL,a1C7T0000007cphUAA,Q8,9.04015,45.5593,ADS,33,"{'lat': 45.5593, 'lon': 9.04015, 'type': 'ADS', 'radius': 33}",85,3555.0,VILLORESI EST,Q8,Q8
79,H30,BRUGHIERA EST,24,24,40.7,A08,A8,D,D,A8 MILANO-VARESE,A8 Milano-Varese,VARESE,VARESE,S,3,6,Castronno,76,SL,A08 Sv. Lago Varese,77,216,275,NS,a1C7T0000007cplUAA,TAMOIL,8.81113,45.76248,ADS,64,"{'lat': 45.76248, 'lon': 8.81113, 'type': 'ADS', 'radius': 64}",79,4707.0,BRUGHIERA EST,Tamoil,TAMOIL
10017,H31,BRUGHIERA OVEST,24,24,40.7,A08,A8,S,S,A8 MILANO-VARESE,A8 Milano-Varese,MILANO,MILANO,S,3,6,A08 Sv. Lago Varese,77,NS,Castronno,76,275,216,SL,a1C7T0000007cplUAA,TAMOIL,8.80955,45.76277,ADS,58,"{'lat': 45.76277, 'lon': 8.80955, 'type': 'ADS', 'radius': 58}",10017,60260.0,BRUGHIERA OVEST,Tamoil,TAMOIL
10090,H21,VERBANO OVEST,24,25,6.1,A08,D8,S,S,A8 MILANO-VARESE,Diramaz. A8-A26 Gallarate-Gattico,AUTOSTRADA MILANO-VARESE,AUTOSTRADA MILANO-VARESE,S,3,6,Sesto Calende-Vergiate,558,SC,Besnate,561,42,140,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,8.73492,45.70297,ADS,35,"{'lat': 45.70297, 'lon': 8.73492, 'type': 'ADS', 'radius': 35}",10090,58183.0,VERBANO OVEST,Api-Ip,IP GRUPPO API
560,H20,VERBANO EST,24,25,6.1,A08,D8,D,D,A8 MILANO-VARESE,Diramaz. A8-A26 Gallarate-Gattico,AUTOSTRADA DEI TRAFORI,AUTOSTRADA DEI TRAFORI,S,3,6,Besnate,561,SC,Sesto Calende-Vergiate,558,140,42,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,8.73505,45.70362,ADS,27,"{'lat': 45.70362, 'lon': 8.73505, 'type': 'ADS', 'radius': 27}",560,57469.0,VERBANO EST,Api-Ip,IP GRUPPO API
10019,I11,LARIO OVEST,26,26,27.6,A09,A9,S,S,A9 LAINATE-COMO CHIASSO,A9 Lainate-Como-Chiasso,LAINATE,LAINATE,S,3,6,Fino Mornasco,96,SA,Lomazzo Nord,95,226,224,SL,a1C7T0000007cpQUAQ,IP GRUPPO API,9.02782,45.72968,ADS,60,"{'lat': 45.72968, 'lon': 9.02782, 'type': 'ADS', 'radius': 60}",10019,37861.0,LARIO OVEST,Api-Ip,IP GRUPPO API
103,I10,LARIO EST,26,26,27.6,A09,A9,D,D,A9 LAINATE-COMO CHIASSO,A9 Lainate-Como-Chiasso,COMO,COMO,S,3,6,Lomazzo Nord,95,SL,Fino Mornasco,96,224,226,SA,a1C7T0000007cplUAA,TAMOIL,9.02912,45.7293,ADS,39,"{'lat': 45.7293, 'lon': 9.02912, 'type': 'ADS', 'radius': 39}",103,48454.0,LARIO EST,Tamoil,TAMOIL
1063,370,TERRAZZANO OVEST,27,27,1.2,A50,A50,D,D,A50 TANGENZIALE OVEST DI MILANO,A50 Tangenziale ovest Milano,AUTOSTRADA MILANO-NAPOLI,AUTOSTRADA MILANO-NAPOLI,N,3,7,BARRIERA DI TERRAZZANO,1064,BA,S.S. 33 DEL SEMPIONE,1062,757,759,,,,9.05799,45.53736,ADS,49,"{'lat': 45.53736, 'lon': 9.05799, 'type': 'ADS', 'radius': 49}",,,,,
10105,371,MUGGIANO OVEST,27,27,11.9,A50,A50,D,D,A50 TANGENZIALE OVEST DI MILANO,A50 Tangenziale ovest Milano,AUTOSTRADA MILANO-NAPOLI,AUTOSTRADA MILANO-NAPOLI,N,3,7,VIA ZURIGO,1055,SL,LORENTEGGIO,1056,31,763,SL,,,9.0736,45.44522,ADS,41,"{'lat': 45.44522, 'lon': 9.0736, 'type': 'ADS', 'radius': 41}",10105,37664.0,MUGGIANO OVEST,Esso,ESSO
1057,372,MUGGIANO EST,27,27,11.9,A50,A50,S,S,A50 TANGENZIALE OVEST DI MILANO,A50 Tangenziale ovest Milano,AUTOSTRADA MILANO-LAGHI,AUTOSTRADA MILANO-LAGHI,N,3,7,LORENTEGGIO,1056,SL,VIA ZURIGO,1055,763,31,SL,,,9.07485,45.44557,ADS,40,"{'lat': 45.44557, 'lon': 9.07485, 'type': 'ADS', 'radius': 40}",1057,54710.0,MUGGIANO EST,Tamoil,TAMOIL
1070,373,ASSAGO OVEST,27,27,18.7,A50,A50,D,D,A50 TANGENZIALE OVEST DI MILANO,A50 Tangenziale ovest Milano,AUTOSTRADA MILANO-NAPOLI,AUTOSTRADA MILANO-NAPOLI,N,3,7,CORSICO GAGGIANO,1071,SL,BIVIO A7,1058,800,802,,,,9.1225,45.40094,ADS,43,"{'lat': 45.40094, 'lon': 9.1225, 'type': 'ADS', 'radius': 43}",1070,3503.0,ASSAGO OVEST,Q8,Q8
1059,374,ROZZANO EST,27,27,24.4,A50,A50,S,S,A50 TANGENZIALE OVEST DI MILANO,A50 Tangenziale ovest Milano,AUTOSTRADA MILANO-LAGHI,AUTOSTRADA MILANO-LAGHI,N,3,7,S.S. 412 DELLA VAL TIDONE,1068,SL,BIVIO DEI GIOVI,1069,805,803,SL,,,9.18962,45.39135,ADS,49,"{'lat': 45.39135, 'lon': 9.18962, 'type': 'ADS', 'radius': 49}",1059,47291.0,ROZZANO EST,Q8,Q8
1086,377,CASCINA GOBBA OVEST,28,28,9.7,A51,A51,S,S,A51 TANGENZIALE EST DI MILANO,A51 Tangenziale est Milano,AUTOSTRADA MILANO-NAPOLI,AUTOSTRADA MILANO-NAPOLI,N,3,7,S.S. 11-CASCINA GOBBA,1085,SL,S.P. 103 LAMBRATE,1087,728,814,SL,,,9.25933,45.50687,ADS,56,"{'lat': 45.50687, 'lon': 9.25933, 'type': 'ADS', 'radius': 56}",1086,33504.0,CASCINA GOBBA OVEST,Api-Ip,IP GRUPPO API
10113,378,CASCINA GOBBA EST,28,28,9.7,A51,A51,D,D,A51 TANGENZIALE EST DI MILANO,A51 Tangenziale est Milano,USMATE,USMATE,N,3,7,S.P. 103 LAMBRATE,1087,SL,S.S. 11-CASCINA GOBBA,1085,814,728,SL,,,9.26075,45.50656,ADS,39,"{'lat': 45.50656, 'lon': 9.26075, 'type': 'ADS', 'radius': 39}",10113,55846.0,CASCINA GOBBA EST,Api-Ip,IP GRUPPO API
1072,379,COLOGNO EST,28,28,15.7,A51,A51,D,D,A51 TANGENZIALE EST DI MILANO,A51 Tangenziale est Milano,USMATE,USMATE,N,3,7,S.P. 3 BRUGHERIO,1082,SL,CERNUSCO SUL NAVIGLIO,1073,730,819,SL,,,9.2994,45.53723,ADS,45,"{'lat': 45.53723, 'lon': 9.2994, 'type': 'ADS', 'radius': 45}",1072,48196.0,COLOGNO M. EST,Api-Ip,IP GRUPPO API
10059,112,TRENS OVEST,29,29,20.0,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,4,2,Vipiteno,304,SC,Bressanone,318,918,968,SC,,,11.48415,46.86802,ADS,37,"{'lat': 46.86802, 'lon': 11.48415, 'type': 'ADS', 'radius': 37}",10059,51974.0,TRENS OVEST,Esso,ESSO
302,113,TRENS EST,29,29,20.0,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,4,2,Bressanone,318,SC,Vipiteno,304,968,918,SC,,,11.48417,46.86877,ADS,37,"{'lat': 46.86877, 'lon': 11.48417, 'type': 'ADS', 'radius': 37}",302,51973.0,TRENS EST,Esso,ESSO
10066,114,PLOSE OVEST,29,29,41.8,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,4,2,Bressanone,318,SC,Chiusa,328,968,970,SC,,,11.64233,46.7295,ADS,41,"{'lat': 46.7295, 'lon': 11.64233, 'type': 'ADS', 'radius': 41}",10066,46791.0,PLOSE OVEST,Tamoil,TAMOIL
329,115,PLOSE EST,29,29,41.8,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,4,2,Chiusa,328,SC,Bressanone,318,970,968,SC,,,11.6418,46.73219,ADS,43,"{'lat': 46.73219, 'lon': 11.6418, 'type': 'ADS', 'radius': 43}",329,46748.0,PLOSE EST,Pompe Bianche,POMPE BIANCHE
10065,116,ISARCO EST,29,29,63.5,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,4,2,Bolzano Nord,298,SC,Chiusa,328,973,970,SC,,,11.52303,46.5701,ADS,29,"{'lat': 46.5701, 'lon': 11.52303, 'type': 'ADS', 'radius': 29}",10065,45903.0,ISARCO EST,Agip Eni,AGIP ENI
326,117,SCILIAR OVEST,29,29,68.8,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,4,2,Chiusa,328,SC,Bolzano Nord,298,970,973,SC,,,11.49065,46.53125,ADS,71,"{'lat': 46.53125, 'lon': 11.49065, 'type': 'ADS', 'radius': 71}",326,45898.0,SCILIAR OVEST,Sarni Oil,SARNI OIL
295,118,CASTEL VARCO LAIMBURG EST,29,29,95.6,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,4,2,Egna Ora,299,SC,Bolzano Sud,297,882,881,SC,,,11.29402,46.38632,ADS,44,"{'lat': 46.38632, 'lon': 11.29402, 'type': 'ADS', 'radius': 44}",295,41081.0,LAIMBURG EST,Tamoil,TAMOIL
296,119,CASTEL VARCO LAIMBURG OVEST,29,29,99.5,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,4,2,Bolzano Sud,297,SC,Egna Ora,299,881,882,SC,,,11.28846,46.36066,ADS,42,"{'lat': 46.36066, 'lon': 11.28846, 'type': 'ADS', 'radius': 42}",296,56474.0,LAIMBURG OVEST,Esso,ESSO
300,120,PAGANELLA OVEST,29,29,128.7,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,4,2,San Michele,301,SC,Trento Nord,330,883,270,SC,,,11.0861,46.14137,ADS,49,"{'lat': 46.14137, 'lon': 11.0861, 'type': 'ADS', 'radius': 49}",300,51566.0,PAGANELLA OVEST,Agip Eni,AGIP ENI
10058,121,PAGANELLA EST,29,29,128.7,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,4,2,Trento Nord,330,SC,San Michele,301,270,883,SC,,,11.0875,46.14127,ADS,54,"{'lat': 46.14127, 'lon': 11.0875, 'type': 'ADS', 'radius': 54}",10058,48237.0,PAGANELLA EST,Tamoil,TAMOIL
10062,122,NOGAREDO OVEST,29,29,159.9,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,4,2,Rovereto Nord,316,SC,Rovereto Sud,314,885,887,SC,,,11.02637,45.90242,ADS,45,"{'lat': 45.90242, 'lon': 11.02637, 'type': 'ADS', 'radius': 45}",10062,3568.0,NOGAREDO OVEST,Q8,Q8
315,123,NOGAREDO EST,29,29,159.9,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,4,2,Rovereto Sud,314,SC,Rovereto Nord,316,887,885,SC,,,11.02715,45.902,ADS,28,"{'lat': 45.902, 'lon': 11.02715, 'type': 'ADS', 'radius': 28}",315,40585.0,NOGAREDO EST,Q8,Q8
312,124,ADIGE OVEST,29,29,187.1,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,6,2,Ala Avio,313,SC,Affi,311,903,889,SC,,,10.91203,45.69317,ADS,61,"{'lat': 45.69317, 'lon': 10.91203, 'type': 'ADS', 'radius': 61}",312,36401.0,ADIGE OVEST,Q8,Q8
10061,125,ADIGE EST,29,29,187.1,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,4,2,Affi,311,SC,Ala Avio,313,889,903,SC,,,10.91682,45.69487,ADS,59,"{'lat': 45.69487, 'lon': 10.91682, 'type': 'ADS', 'radius': 59}",10061,3581.0,ADIGE EST,Esso,ESSO
10060,126,GARDA OVEST,29,29,207.6,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,6,2,Affi,311,SC,Verona Nord,325,889,891,SC,,,10.77953,45.54087,ADS,43,"{'lat': 45.54087, 'lon': 10.77953, 'type': 'ADS', 'radius': 43}",10060,32857.0,GARDA OVEST,Esso,ESSO
310,127,GARDA EST,29,29,207.6,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,6,2,Verona Nord,325,SC,Affi,311,891,889,SC,,,10.78052,45.54,ADS,48,"{'lat': 45.54, 'lon': 10.78052, 'type': 'ADS', 'radius': 48}",310,32856.0,GARDA EST,Tamoil,TAMOIL
323,128,POVEGLIANO OVEST,29,29,240.4,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,6,2,allacciamento A4,324,NC,Nogarole Rocca,322,904,893,SC,,,10.8965,45.29763,ADS,58,"{'lat': 45.29763, 'lon': 10.8965, 'type': 'ADS', 'radius': 58}",323,41085.0,POVEGLIANO OVEST,Tamoil,TAMOIL
10064,129,POVEGLIANO EST,29,29,240.4,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,6,2,Nogarole Rocca,322,SC,allacciamento A4,324,893,904,NC,,,10.89774,45.29711,ADS,42,"{'lat': 45.29711, 'lon': 10.89774, 'type': 'ADS', 'radius': 42}",10064,41084.0,POVEGLIANO EST,Esso,ESSO
320,130,PO EST,29,29,267.5,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,3,2,Pegognaga,292,SC,Mantova Sud,293,906,895,SC,,,10.84397,45.06625,ADS,46,"{'lat': 45.06625, 'lon': 10.84397, 'type': 'ADS', 'radius': 46}",320,3464.0,PO EST,Api-Ip,IP GRUPPO API
10063,131,PO OVEST,29,29,267.5,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,3,2,Mantova Sud,293,SC,Pegognaga,292,895,906,SC,,,10.84075,45.05975,ADS,61,"{'lat': 45.05975, 'lon': 10.84075, 'type': 'ADS', 'radius': 61}",10063,37117.0,PO OVEST,Api-Ip,IP GRUPPO API
291,132,CAMPOGALLIANO OVEST,29,29,308.5,A22,A22,D,D,A22 BRENNERO-MODENA,A22 Brennero-Modena,MODENA,MODENA,N,8,2,Carpi,290,SC,Campogalliano,11024,818,816,SC,,,10.84745,44.70332,ADS,70,"{'lat': 44.70332, 'lon': 10.84745, 'type': 'ADS', 'radius': 70}",291,3887.0,CAMPOGALLIANO OVEST,Agip Eni,AGIP ENI
10055,133,CAMPOGALLIANO EST,29,29,308.5,A22,A22,S,S,A22 BRENNERO-MODENA,A22 Brennero-Modena,BRENNERO,BRENNERO,N,8,2,Campogalliano,11024,SC,Carpi,290,816,818,SC,,,10.84907,44.70369,ADS,60,"{'lat': 44.70369, 'lon': 10.84907, 'type': 'ADS', 'radius': 60}",10055,3894.0,CAMPOGALLIANO EST,Agip Eni,AGIP ENI
