dtx,c_ads,nome,n_prg_str,n_prg_ram,n_prg_km,c_str,c_ram,c_ver_per,c_dir,t_des_str,t_des_ram,dir,cap,aspi,c_reg,c_soc,daDes,daDtx,daType,aaDes,aaDtx,c_unv_pnt_pri,c_unv_pnt_sec,aaType,carbCbrd,carbDesbrd,lon,lat,c_tip_dev,radius,position,autostrade_dtx,idImpianto,nome_impianto,Bandiera,Brand
10097,B36,FRASCATI OVEST,1,3,14.5,A01,D19,S,S,A1 MILANO-NAPOLI,A1 Diramazione Roma sud - GRA,AUTOSTRADA MILANO-NAPOLI,AUTOSTRADA MILANO-NAPOLI,S,12,6,Roma Sud,609,BC,Monteporzio,612,455,457,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,12.65655,41.83123,ADS,51,"{'lat': 41.83123, 'lon': 12.65655, 'type': 'ADS', 'radius': 51}",10097,36983.0,FRASCATI OVEST,Api-Ip,IP GRUPPO API
611,B35,FRASCATI EST,1,3,14.5,A01,D19,D,D,A1 MILANO-NAPOLI,A1 Diramazione Roma sud - GRA,G.R.A.,G.R.A.,S,12,6,Monteporzio,612,SC,Roma Sud,609,457,455,BC,a1CTk000000HIuzMAG,Esso,12.65687,41.8321,ADS,41,"{'lat': 41.8321, 'lon': 12.65687, 'type': 'ADS', 'radius': 41}",611,3547.0,FRASCATI EST,Esso,ESSO
608,B30,TUSCOLANA EST,1,3,19.1,A01,D19,D,D,A1 MILANO-NAPOLI,A1 Diramazione Roma sud - GRA,G.R.A.,G.R.A.,S,12,6,Torrenova,606,SL,Bivio D19/Grande Raccordo Anulare,607,452,434,,a1C7T0000007cpHUAQ,ENI,12.60698,41.84996,ADS,23,"{'lat': 41.84996, 'lon': 12.60698, 'type': 'ADS', 'radius': 23}",608,51595.0,TUSCOLANA EST,Agip Eni,AGIP ENI
10096,B31,TUSCOLANA OVEST,1,3,19.1,A01,D19,S,S,A1 MILANO-NAPOLI,A1 Diramazione Roma sud - GRA,AUTOSTRADA MILANO-NAPOLI,AUTOSTRADA MILANO-NAPOLI,S,12,6,Bivio D19/Grande Raccordo Anulare,607,,Torrenova,606,434,452,SL,a1C7T0000007cpHUAQ,ENI,12.60711,41.84932,ADS,33,"{'lat': 41.84932, 'lon': 12.60711, 'type': 'ADS', 'radius': 33}",10096,49706.0,TUSCOLANA OVEST,Agip Eni,AGIP ENI
25043,B59,S.PIETRO,1,4,1.6,A01,D2,D,D,A1 MILANO-NAPOLI,A1 Diramaz. Capodichino-Tang.Napoli,TANGENZIALE,TANGENZIALE,S,15,6,Allacciamento D02/ SP1 Casoria,538,,Allacciamento D02/A1 Direzione Sud,539,781,1803,,a1C7T0000007cphUAA,Q8,14.29869,40.88434,ADS,23,"{'lat': 40.88434, 'lon': 14.29869, 'type': 'ADS', 'radius': 23}",25043,3513.0,S.PIETRO,Q8,Q8
24853,B57,CITTADELLA,1,104,0.8,A01,F3,D,D,A1 MILANO-NAPOLI,RAMO CAPODICHINO A1 SUD,AUTOSTRADA MILANO-NAPOLI,AUTOSTRADA MILANO-NAPOLI,S,15,6,Allacciamento Capodichino Ramo C/R07 Casoria,25938,,Allacciamento Capodichino Ramo C/A1 Sud,25245,3043,2752,,a1C7T0000007cqAUAQ,SARNI OIL,14.31709,40.88753,ADS,12,"{'lat': 40.88753, 'lon': 14.31709, 'type': 'ADS', 'radius': 12}",24853,41853.0,CITTADELLA,Sarni Oil,SARNI OIL
25933,A37,BADIA NUOVA OVEST,1,114,17.9,A01,VAR,D,D,A1 MILANO-NAPOLI,A1 DIRETTISSIMA,FIRENZE,FIRENZE,S,9,6,Badia,25908,SC,Firenzuola,25909,70130,70131,SC,a1C7T0000007cplUAA,TAMOIL,11.1931,44.14759,ADS,26,"{'lat': 44.14759, 'lon': 11.1931, 'type': 'ADS', 'radius': 26}",25933,34074.0,BADIA NUOVA OVEST,Tamoil,TAMOIL
3699,420,SETTIMO SUD,5,5,3.2,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TRIESTE,N,2,14,Allacciamento Tangenziale Nord di Torino/A5,3722,,Settimo Torinese,11005,4025,774,SL,,,7.74179,45.13794,ADS,46,"{'lat': 45.13794, 'lon': 7.74179, 'type': 'ADS', 'radius': 46}",3699,3987.0,SETTIMO TORINESE SUD,Agip Eni,AGIP ENI
10150,422,SAN ROCCO SUD,5,5,24.2,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TRIESTE,N,2,14,Torino Rondissone,3710,BC,Borgo d'Ale,3708,773,868,SC,,,7.97312,45.24178,ADS,47,"{'lat': 45.24178, 'lon': 7.97312, 'type': 'ADS', 'radius': 47}",10150,51956.0,SAN ROCCO SUD,Esso,ESSO
24676,423,CIGLIANO NORD,5,5,31.9,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,TORINO,TORINO,N,2,14,Cigliano,11006,SC,Torino Rondissone,3710,867,773,BC,,,8.03488,45.28762,ADS,75,"{'lat': 45.28762, 'lon': 8.03488, 'type': 'ADS', 'radius': 75}",24676,41680.0,CIGLIANO NORD,Api-Ip,IP GRUPPO API
3718,424,VILLARBOIT SUD,5,5,64.2,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TRIESTE,N,2,14,Balocco,3703,SC,Greggio,3717,872,854,SC,,,8.34669,45.45607,ADS,97,"{'lat': 45.45607, 'lon': 8.34669, 'type': 'ADS', 'radius': 97}",3718,43638.0,VILLARBOIT SUD,Api-Ip,IP GRUPPO API
10151,425,VILLARBOIT NORD,5,5,64.2,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,TORINO,TORINO,N,2,14,Greggio,3717,SC,Balocco,3703,854,872,SC,,,8.34615,45.45755,ADS,65,"{'lat': 45.45755, 'lon': 8.34615, 'type': 'ADS', 'radius': 65}",10151,51374.0,VILLARBOIT NORD,Q8,Q8
10504,429,NOVARA NORD,5,5,88.7,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,TORINO,TORINO,N,2,14,Novara,3714,SC,Galliate,3713,877,879,SC,,,8.65694,45.46909,ADS,35,"{'lat': 45.46909, 'lon': 8.65694, 'type': 'ADS', 'radius': 35}",10504,31411.0,NOVARA NORD,Api-Ip,IP GRUPPO API
10503,428,NOVARA SUD,5,5,88.7,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TRIESTE,N,2,14,Galliate,3713,SC,Novara,3714,879,877,SC,,,8.65691,45.46845,ADS,29,"{'lat': 45.46845, 'lon': 8.65691, 'type': 'ADS', 'radius': 29}",10503,37965.0,NOVARA SUD,Tamoil,TAMOIL
10152,430,RHO SUD,5,5,119.0,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TRIESTE,N,3,14,Rho,3693,SC,Milano Ghisolfa,3696,791,0,BC,,,9.03912,45.50937,ADS,56,"{'lat': 45.50937, 'lon': 9.03912, 'type': 'ADS', 'radius': 56}",10152,59969.0,RHO SUD,Q8,Q8
3723,431,PERO NORD,5,5,122.9,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,TORINO,TORINO,N,3,14,Pero,3697,SL,Milano Ghisolfa,3696,794,0,BC,,,9.07017,45.5137,ADS,51,"{'lat': 45.5137, 'lon': 9.07017, 'type': 'ADS', 'radius': 51}",3723,3816.0,PERO NORD,Q8,Q8
24933,D01,NOVATE NORD,5,5,128.5,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TORINO,S,3,6,Cormano,3744,SL,Raccordo per Viale Certosa,11189,142,2127,,a1CTk000000HIuzMAG,Esso,9.14917,45.53007,ADS,37,"{'lat': 45.53007, 'lon': 9.14917, 'type': 'ADS', 'radius': 37}",24933,43747.0,NOVATE NORD,Esso,ESSO
3735,D10,LAMBRO NORD,5,5,133.6,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TORINO,S,3,6,Sesto San Giovanni,3734,SL,Cormano,3744,278,142,SL,a1C7T0000007cpQUAQ,IP GRUPPO API,9.208,45.54867,ADS,25,"{'lat': 45.54867, 'lon': 9.208, 'type': 'ADS', 'radius': 25}",3735,36458.0,LAMBRO NORD,Api-Ip,IP GRUPPO API
10155,D11,LAMBRO SUD,5,5,133.6,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TRIESTE,S,3,6,Cormano,3744,SL,Sesto San Giovanni,3734,142,278,SL,a1C7T0000007cpQUAQ,IP GRUPPO API,9.20835,45.5483,ADS,14,"{'lat': 45.5483, 'lon': 9.20835, 'type': 'ADS', 'radius': 14}",10155,3548.0,LAMBRO SUD,Api-Ip,IP GRUPPO API
10154,D21,BRIANZA SUD,5,5,148.4,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TRIESTE,S,3,6,Allacciamento A4/A58,25877,NC,Cavenago,3743,70120,188,SC,a1C7T0000007cpHUAQ,ENI,9.39485,45.57468,ADS,31,"{'lat': 45.57468, 'lon': 9.39485, 'type': 'ADS', 'radius': 31}",10154,24292.0,BRIANZA SUD,Agip Eni,AGIP ENI
3728,D20,BRIANZA NORD,5,5,148.4,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TORINO,S,3,6,Cavenago,3743,SC,Allacciamento A4/A58,25877,188,70120,NC,a1C7T0000007cpHUAQ,ENI,9.39445,45.57526,ADS,30,"{'lat': 45.57526, 'lon': 9.39445, 'type': 'ADS', 'radius': 30}",3728,3630.0,BRIANZA NORD,Agip Eni,AGIP ENI
10156,D30,BREMBO NORD,5,5,165.7,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TORINO,S,3,6,Dalmine,3739,SC,Capriate,3741,192,190,SC,a1CTk000000HIuzMAG,Esso,9.59832,45.6323,ADS,47,"{'lat': 45.6323, 'lon': 9.59832, 'type': 'ADS', 'radius': 47}",10156,4645.0,BREMBO NORD,Esso,ESSO
3740,D31,BREMBO SUD,5,5,165.7,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TRIESTE,S,3,6,Capriate,3741,SC,Dalmine,3739,190,192,SC,a1C7T0000007cphUAA,Q8,9.5997,45.63195,ADS,42,"{'lat': 45.63195, 'lon': 9.5997, 'type': 'ADS', 'radius': 42}",3740,25613.0,BREMBO SUD,Q8,Q8
3727,D40,SEBINO NORD,5,5,197.5,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TORINO,S,3,6,Rovato,3745,SC,Palazzolo,3725,198,197,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,9.96567,45.59415,ADS,22,"{'lat': 45.59415, 'lon': 9.96567, 'type': 'ADS', 'radius': 22}",3727,58889.0,SEBINO NORD,Api-Ip,IP GRUPPO API
10153,D41,SEBINO SUD,5,5,197.5,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TRIESTE,S,3,6,Palazzolo,3725,SC,Rovato,3745,197,198,SC,a1CTk000000HIuzMAG,Esso,9.9655,45.5935,ADS,35,"{'lat': 45.5935, 'lon': 9.9655, 'type': 'ADS', 'radius': 35}",10153,3552.0,SEBINO SUD,Esso,ESSO
3747,D50,VALTROMPIA NORD,5,5,213.7,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,MILANO,TORINO,S,3,6,Brescia Ovest,3746,SC,Castegnato,25947,202,70205,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,10.1497,45.5329,ADS,36,"{'lat': 45.5329, 'lon': 10.1497, 'type': 'ADS', 'radius': 36}",3747,58075.0,VALTROMPIA NORD,Api-Ip,IP GRUPPO API
10157,D51,VALTROMPIA SUD,5,5,213.7,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TRIESTE,S,3,6,Castegnato,25947,SC,Brescia Ovest,3746,70205,202,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,10.14947,45.53232,ADS,23,"{'lat': 45.53232, 'lon': 10.14947, 'type': 'ADS', 'radius': 23}",10157,31429.0,VALTROMPIA SUD,Api-Ip,IP GRUPPO API
3768,100,SAN GIACOMO OVEST,5,5,227.5,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TORINO,N,3,1,Allacciamento A4/A21,3750,NC,Brescia Est,3760,70216,10,SC,,,10.30316,45.48731,ADS,41,"{'lat': 45.48731, 'lon': 10.30316, 'type': 'ADS', 'radius': 41}",3768,56730.0,S. GIACOMO OVEST,Esso,ESSO
10163,101,SAN GIACOMO EST,5,5,227.5,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,PADOVA,TRIESTE,N,3,1,Brescia Est,3760,SC,Allacciamento A4/A21,3750,10,70216,NC,,,10.30848,45.48509,ADS,47,"{'lat': 45.48509, 'lon': 10.30848, 'type': 'ADS', 'radius': 47}",10163,3530.0,S. GIACOMO EST,Agip Eni,AGIP ENI
3758,103,MONTE ALTO OVEST,5,5,245.6,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TORINO,N,3,1,Sirmione,3757,SC,Desenzano,3759,851,848,SC,,,10.52939,45.44885,ADS,64,"{'lat': 45.44885, 'lon': 10.52939, 'type': 'ADS', 'radius': 64}",3758,3636.0,MONTE ALTO NORD,Api-Ip,IP GRUPPO API
10160,102,MONTE ALTO EST,5,5,245.6,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,PADOVA,TRIESTE,N,3,1,Desenzano,3759,SC,Sirmione,3757,848,851,SC,,,10.52847,45.44806,ADS,35,"{'lat': 45.44806, 'lon': 10.52847, 'type': 'ADS', 'radius': 35}",10160,3635.0,MONTE ALTO SUD,Api-Ip,IP GRUPPO API
3754,104,MONTE BALDO SUD,5,5,272.7,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,PADOVA,TRIESTE,N,6,1,Sommacampagna,3755,SC,Allacciamento A4/ A22,3767,920,904,NC,,,10.87072,45.41399,ADS,42,"{'lat': 45.41399, 'lon': 10.87072, 'type': 'ADS', 'radius': 42}",3754,53193.0,MONTE BALDO EST,Api-Ip,IP GRUPPO API
3753,105,MONTE BALDO NORD,5,5,274.0,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TORINO,N,6,1,Allacciamento A4/ A22,3767,NC,Sommacampagna,3755,904,920,SC,,,10.90087,45.41174,ADS,38,"{'lat': 45.41174, 'lon': 10.90087, 'type': 'ADS', 'radius': 38}",3753,3575.0,MONTE BALDO OVEST,Agip Eni,AGIP ENI
10162,106,SCALIGERA OVEST,5,5,301.7,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TORINO,N,6,1,Verona Est,3765,SC,Soave,3752,925,927,SC,,,11.23262,45.41155,ADS,41,"{'lat': 45.41155, 'lon': 11.23262, 'type': 'ADS', 'radius': 41}",10162,22213.0,SCALIGERA OVEST,Agip Eni,AGIP ENI
3764,107,SCALIGERA EST,5,5,301.7,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,PADOVA,TRIESTE,N,6,1,Soave,3752,SC,Verona Est,3765,927,925,SC,,,11.2333,45.41045,ADS,67,"{'lat': 45.41045, 'lon': 11.2333, 'type': 'ADS', 'radius': 67}",3764,3561.0,SCALIGERA,Esso,ESSO
3761,108,VILLA MOROSINI OVEST,5,5,323.4,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TORINO,N,6,1,Vicenza Ovest,3749,SC,Montecchio,3762,834,832,SC,,,11.48344,45.51206,ADS,44,"{'lat': 45.51206, 'lon': 11.48344, 'type': 'ADS', 'radius': 44}",3761,3841.0,VILLA MOROSINI NORD,Agip Eni,AGIP ENI
3769,109,TESINA EST,5,5,337.0,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,PADOVA,TRIESTE,N,6,1,Allacciamento A4/A31,3770,NC,Grisignano,3774,836,838,SC,,,11.62475,45.5043,ADS,47,"{'lat': 45.5043, 'lon': 11.62475, 'type': 'ADS', 'radius': 47}",3769,59857.0,TESINA SUD,Tamoil,TAMOIL
3773,111,LIMENELLA OVEST,5,5,355.5,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,BRESCIA,TORINO,N,6,1,Padova Ovest,3771,SC,Grisignano,3774,839,838,SC,,,11.84535,45.44919,ADS,52,"{'lat': 45.44919, 'lon': 11.84535, 'type': 'ADS', 'radius': 52}",3773,3907.0,LIMENELLA NORD,Q8,Q8
10165,110,LIMENELLA EST,5,5,355.5,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,PADOVA,TRIESTE,N,6,1,Grisignano,3774,SC,Padova Ovest,3771,838,839,SC,,,11.84478,45.44793,ADS,88,"{'lat': 45.44793, 'lon': 11.84478, 'type': 'ADS', 'radius': 88}",10165,25611.0,LIMENELLA SUD,Api-Ip,IP GRUPPO API
10167,139,ARINO EST,5,5,373.5,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,VENEZIA,TRIESTE,N,6,4,Allacciamento A4/ A13,3775,NC,Dolo - Mirano,3778,453,533,SC,,,12.05371,45.4417,ADS,29,"{'lat': 45.4417, 'lon': 12.05371, 'type': 'ADS', 'radius': 29}",10167,24829.0,ARINO EST,Agip Eni,AGIP ENI
3783,140,ARINO OVEST,5,5,373.5,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,PADOVA,TORINO,N,6,4,Dolo - Mirano,3778,SC,Allacciamento A4/ A13,3775,533,453,NC,,,12.0514,45.44195,ADS,41,"{'lat': 45.44195, 'lon': 12.0514, 'type': 'ADS', 'radius': 41}",3783,57202.0,ARINO OVEST,Agip Eni,AGIP ENI
10168,394,CALSTORTA SUD,5,5,425.5,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,TRIESTE,TRIESTE,N,6,9,San Donà di Piave,3787,SC,Cessalto,3784,324,326,SC,,,12.6037,45.70332,ADS,60,"{'lat': 45.70332, 'lon': 12.6037, 'type': 'ADS', 'radius': 60}",10168,3867.0,CALSTORTA SUD,Q8,Q8
3786,395,CALSTORTA NORD,5,5,425.5,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,VENEZIA,TORINO,N,6,9,Cessalto,3784,SC,San Donà di Piave,3787,326,324,SC,,,12.60326,45.70427,ADS,47,"{'lat': 45.70427, 'lon': 12.60326, 'type': 'ADS', 'radius': 47}",3786,41093.0,CALSTORTA NORD,Tamoil,TAMOIL
10172,398,GONARS SUD,5,5,481.4,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,TRIESTE,TRIESTE,N,5,9,San Giorgio di Nogaro,3806,SC,Allacciamento A4/A23,3795,237,239,NC,,,13.25839,45.88127,ADS,42,"{'lat': 45.88127, 'lon': 13.25839, 'type': 'ADS', 'radius': 42}",10172,39804.0,GONARS SUD,Agip Eni,AGIP ENI
3805,399,GONARS NORD,5,5,481.4,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,VENEZIA,TORINO,N,5,9,Allacciamento A4/A23,3795,NC,San Giorgio di Nogaro,3806,239,237,SC,,,13.25943,45.88287,ADS,65,"{'lat': 45.88287, 'lon': 13.25943, 'type': 'ADS', 'radius': 65}",3805,52227.0,GONARS NORD,Agip Eni,AGIP ENI
10171,400,DUINO SUD,5,5,513.3,A04,A4,D,D,A4 MILANO-BRESCIA️,A4 Torino-Trieste,TRIESTE,TRIESTE,N,5,9,Monfalcone,3802,SL,Duino,3800,244,246,SL,,,13.60802,45.77668,ADS,35,"{'lat': 45.77668, 'lon': 13.60802, 'type': 'ADS', 'radius': 35}",10171,3898.0,DUINO SUD,Kerotris,KEROTRIS
3798,401,DUINO NORD,5,5,513.3,A04,A4,S,S,A4 MILANO-BRESCIA️,A4 Torino-Trieste,VENEZIA,TORINO,N,5,9,Duino,3800,SL,Monfalcone,3802,246,244,SL,,,13.60815,45.77732,ADS,33,"{'lat': 45.77732, 'lon': 13.60815, 'type': 'ADS', 'radius': 33}",3798,57736.0,DUINO NORD,Kerotris,KEROTRIS
1106,460,RIVOLI SUD,6,6,0.8,T03,T3,D,D,T3 TANGENZIALE NORD DI TORINO,Tangenziale nord Torino,AUTOSTRADA TORINO-TRIESTE,AUTOSTRADA TORINO-TRIESTE,N,2,21,allacciamento A32-S.S. 25,1109,NS,Bruere,1104,4036,72009,BA,,,7.5156,45.0837,ADS,48,"{'lat': 45.0837, 'lon': 7.5156, 'type': 'ADS', 'radius': 48}",1106,56769.0,RIVOLI SUD,Agip Eni,AGIP ENI
10115,461,RIVOLI NORD,6,6,1.8,T03,T3,S,S,T3 TANGENZIALE NORD DI TORINO,Tangenziale nord Torino,AUTOST. TORINO - BARDONECCHIA,AUTOST. TORINO - BARDONECCHIA,N,2,21,Bruere,1104,BA,allacciamento A32-S.S. 25,1109,72009,4036,NS,,,7.52752,45.08456,ADS,38,"{'lat': 45.08456, 'lon': 7.52752, 'type': 'ADS', 'radius': 38}",10115,25612.0,RIVOLI NORD,Api-Ip,IP GRUPPO API
1101,462,STURA NORD,6,6,15.5,T03,T3,S,S,T3 TANGENZIALE NORD DI TORINO,Tangenziale nord Torino,AUTOST. TORINO - BARDONECCHIA,AUTOST. TORINO - BARDONECCHIA,N,2,21,Caselle,1112,,Borgaro,1100,4039,4032,SL,,,7.67876,45.12843,ADS,26,"{'lat': 45.12843, 'lon': 7.67876, 'type': 'ADS', 'radius': 26}",1101,57313.0,STURA NORD,Agip Eni,AGIP ENI
1113,463,STURA SUD,6,6,16.4,T03,T3,D,D,T3 TANGENZIALE NORD DI TORINO,Tangenziale nord Torino,AUTOSTRADA TORINO-TRIESTE,AUTOSTRADA TORINO-TRIESTE,N,2,21,Borgaro,1100,SL,Caselle,1112,4032,4039,,,,7.69003,45.12867,ADS,42,"{'lat': 45.12867, 'lon': 7.69003, 'type': 'ADS', 'radius': 42}",1113,3625.0,STURA SUD,Agip Eni,AGIP ENI
1139,464,NICHELINO NORD,7,7,10.1,T05,T5,D,D,T5 TANGENZIALE SUD DI TORINO,Tangenziale sud Torino,TANGENZIALE NORD DI TORINO,TANGENZIALE NORD DI TORINO,N,2,21,S.S. 20,1150,SL,Debouche`,1140,4034,4043,SL,,,7.6582,44.97564,ADS,50,"{'lat': 44.97564, 'lon': 7.6582, 'type': 'ADS', 'radius': 50}",1139,41432.0,NICHELINO NORD,Agip Eni,AGIP ENI
1149,465,NICHELINO SUD,7,7,11.6,T05,T5,S,S,T5 TANGENZIALE SUD DI TORINO,Tangenziale sud Torino,AUTOSTRADA TORINO-PIACENZA-BRESCIA,AUTOSTRADA TORINO-PIACENZA-BRESCIA,N,2,21,Debouche`,1140,SL,S.S. 20,1150,4043,4034,SL,,,7.64522,44.9812,ADS,51,"{'lat': 44.9812, 'lon': 7.64522, 'type': 'ADS', 'radius': 51}",1149,3626.0,NICHELINO SUD,Agip Eni,AGIP ENI
548,456,BAUDUCCHI OVEST,7,9,4.6,T05,D5,D,D,T5 TANGENZIALE SUD DI TORINO,Diramazione per Moncalieri,MONCALIERI,MONCALIERI,N,2,21,S.S. 393,547,SL,allacciamento Tangenziale Sud di Torino,545,4037,4028,,,,7.70019,44.97824,ADS,22,"{'lat': 44.97824, 'lon': 7.70019, 'type': 'ADS', 'radius': 22}",548,52018.0,BAUDUCCHI OVEST,Api-Ip,IP GRUPPO API
596,467,BEINASCO SUD,7,10,2.7,T05,D1,S,S,T5 TANGENZIALE SUD DI TORINO,Diramazione per Pinerolo,ORBASSANO,ORBASSANO,N,2,21,Orbassano,595,SL,allacciamento Tangenziale Sud di Torino,594,4046,4045,,,,7.57727,45.00987,ADS,22,"{'lat': 45.00987, 'lon': 7.57727, 'type': 'ADS', 'radius': 22}",596,49146.0,BEINASCO NORD,Api-Ip,IP GRUPPO API
10093,466,BEINASCO NORD,7,10,2.7,T05,D1,D,D,T5 TANGENZIALE SUD DI TORINO,Diramazione per Pinerolo,PINEROLO,PINEROLO,N,2,21,allacciamento Tangenziale Sud di Torino,594,,Orbassano,595,4045,4046,SL,,,7.58135,45.01207,ADS,30,"{'lat': 45.01207, 'lon': 7.58135, 'type': 'ADS', 'radius': 30}",10093,49146.0,BEINASCO NORD,Api-Ip,IP GRUPPO API
3878,N05,LA PIOPPA EST,10,10,2.3,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,AUTOSTRADA MILANO-NAPOLI,BOLOGNA,S,8,6,Bologna Borgo Panigale,3877,SC,Allacciamento A1/A14,3879,1021,292,NC,a1C7T0000007cpHUAQ,ENI,11.2148,44.51975,ADS,68,"{'lat': 44.51975, 'lon': 11.2148, 'type': 'ADS', 'radius': 68}",3878,3860.0,LA PIOPPA EST,Agip Eni,AGIP ENI
10190,N06,LA PIOPPA OVEST,10,10,2.3,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,TARANTO,S,8,6,Allacciamento A1/A14,3879,NC,Bologna Borgo Panigale,3877,292,1021,SC,a1C7T0000007cphUAA,Q8,11.21482,44.5189,ADS,21,"{'lat': 44.5189, 'lon': 11.21482, 'type': 'ADS', 'radius': 21}",10190,3888.0,LA PIOPPA OVEST,Q8,Q8
3873,N10,SILLARO EST,10,10,37.4,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,BOLOGNA,S,8,6,Castel San Pietro,3872,SC,Bologna San Lazzaro,3874,1076,297,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,11.59932,44.4287,ADS,30,"{'lat': 44.4287, 'lon': 11.59932, 'type': 'ADS', 'radius': 30}",3873,53965.0,SILLARO EST,Api-Ip,IP GRUPPO API
10189,N11,SILLARO OVEST,10,10,37.4,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,8,6,Bologna San Lazzaro,3874,SC,Castel San Pietro,3872,297,1076,SC,a1C7T0000007cpHUAQ,ENI,11.59932,44.42817,ADS,17,"{'lat': 44.42817, 'lon': 11.59932, 'type': 'ADS', 'radius': 17}",10189,3858.0,SILLARO OVEST,Agip Eni,AGIP ENI
3854,N20,SANTERNO EST,10,10,59.5,A14,A14,S,S,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,BOLOGNA,BOLOGNA,S,8,6,Faenza,3855,SC,Allacciamento A14/ Diramazione per Ravenna,3853,302,300,NC,a1CTk000000HIuzMAG,Esso,11.84757,44.34272,ADS,26,"{'lat': 44.34272, 'lon': 11.84757, 'type': 'ADS', 'radius': 26}",3854,3904.0,SANTERNO EST,Esso,ESSO
10183,N21,SANTERNO OVEST,10,10,59.5,A14,A14,D,D,A14 BOLOGNA-TARANTO,A14 Bologna-Taranto,ANCONA,TARANTO,S,8,6,Allacciamento A14/ Diramazione per Ravenna,3853,NC,Faenza,3855,300,302,SC,a1C7T0000007cpQUAQ,IP GRUPPO API,11.84718,44.34228,ADS,22,"{'lat': 44.34228, 'lon': 11.84718, 'type': 'ADS', 'radius': 22}",10183,46662.0,SANTERNO OVEST,Api-Ip,IP GRUPPO API
